67.33333333333333  ,67.33333333333333  ,67.33333333333333  ,67.33333333333333  ,67.33333333333333  ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,67.33333333333333  ,67.33333333333333
64.5               ,64.5               ,64.5               ,64.5               ,64.5               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,64.5               ,64.5
66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,66.0               ,66.0
69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5
64.66666666666667  ,64.66666666666667  ,64.66666666666667  ,64.66666666666667  ,64.66666666666667  ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,64.66666666666667  ,64.66666666666667
65.5               ,65.5               ,65.5               ,65.5               ,65.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,65.5               ,65.5
65.66666666666667  ,65.66666666666667  ,65.66666666666667  ,65.66666666666667  ,65.66666666666667  ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,66.0               ,65.66666666666667  ,65.66666666666667
65.5               ,65.5               ,65.5               ,65.5               ,65.5               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,65.5               ,65.5
65.33333333333333  ,66.33333333333333  ,66.33333333333333  ,65.33333333333333  ,66.33333333333333  ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,66.33333333333333  ,66.33333333333333
67.5               ,67.5               ,67.5               ,67.5               ,67.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,67.5               ,67.5
68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,69.0               ,68.66666666666667  ,68.66666666666667
70.0               ,72.5               ,72.5               ,70.0               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,72.5               ,70.0               ,70.0
69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667
65.0               ,65.0               ,65.0               ,65.0               ,65.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,65.0               ,65.0
67.0               ,67.0               ,67.0               ,67.0               ,67.0               ,67.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,67.0               ,68.0               ,68.0               ,67.0               ,67.0               ,67.0               ,67.0               ,67.0
67.5               ,70.0               ,70.0               ,67.5               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0
66.66666666666667  ,69.0               ,69.0               ,66.66666666666667  ,69.0               ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,69.66666666666667  ,68.0               ,68.0
67.0               ,67.0               ,67.0               ,67.0               ,67.0               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,67.0               ,67.0
68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,69.33333333333333  ,68.0               ,68.0
68.0               ,70.0               ,70.0               ,68.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0
67.66666666666667  ,68.33333333333333  ,68.33333333333333  ,67.66666666666667  ,68.33333333333333  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.66666666666667  ,68.33333333333333  ,68.33333333333333
69.5               ,69.5               ,69.5               ,69.5               ,69.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,70.5               ,69.5               ,69.5
67.66666666666667  ,69.66666666666667  ,69.66666666666667  ,67.66666666666667  ,69.66666666666667  ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,70.0               ,69.66666666666667  ,69.66666666666667
68.0               ,68.0               ,68.0               ,68.0               ,68.0               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,71.5               ,68.0               ,68.0
